ENS_MOUSE	GC	LENGTH
ENSMUSG00000042451	54.5	1817
ENSMUSG00000034910	43.68	7913
ENSMUSG00000042429	51.17	15324
ENSMUSG00000029726	56.84	4102
ENSMUSG00000026459	54.13	1476
ENSMUSG00000092192	45.5	3571
ENSMUSG00000026458	52.56	6038
ENSMUSG00000042305	42.3	3161
ENSMUSG00000050526	47.26	1764
ENSMUSG00000037108	44.35	4237
ENSMUSG00000089865	44.54	4367
ENSMUSG00000086158	44.39	2637
ENSMUSG00000026456	49.48	10082
ENSMUSG00000026457	46.2	9141
ENSMUSG00000034563	43.84	19936
ENSMUSG00000026455	42.28	13918
ENSMUSG00000046245	47.56	4639
ENSMUSG00000042229	46.24	1955
ENSMUSG00000066684	46.62	1015
ENSMUSG00000046367	44.34	3090
ENSMUSG00000066682	46.26	1803
ENSMUSG00000029727	39.85	2943
ENSMUSG00000079469	45.48	19010
ENSMUSG00000042207	42.04	14997
ENSMUSG00000056966	43.23	3512
ENSMUSG00000037053	45.2	1311
ENSMUSG00000026452	50.54	6870
ENSMUSG00000075599	43.93	4878
ENSMUSG00000032203	43.28	2864
ENSMUSG00000032202	46.7	8391
ENSMUSG00000079156	44.19	4487
ENSMUSG00000073557	43.16	26939
ENSMUSG00000029729	43.43	17761
ENSMUSG00000026429	41.99	1903
ENSMUSG00000037017	44.46	13084
ENSMUSG00000042793	49	6772
ENSMUSG00000031506	49.93	6141
ENSMUSG00000092622	55.01	4309
ENSMUSG00000092310	47.2	1009
ENSMUSG00000026426	50.97	4324
ENSMUSG00000032215	45.97	3691
ENSMUSG00000026424	49.36	2267
ENSMUSG00000079139	40.74	1359
ENSMUSG00000003051	54.66	1991
ENSMUSG00000037007	44.61	8764
ENSMUSG00000041926	47.37	4810
ENSMUSG00000019494	48.88	5876
ENSMUSG00000062580	44.45	2611
ENSMUSG00000048096	48.39	3945
ENSMUSG00000041889	54.44	4008
ENSMUSG00000062151	40.41	15364
ENSMUSG00000041879	43.49	22594
ENSMUSG00000044976	40.25	10025
ENSMUSG00000029730	50.66	10614
ENSMUSG00000009418	48.32	12866
ENSMUSG00000043013	45.87	4591
ENSMUSG00000054412	50.4	2612
ENSMUSG00000090399	47.78	1643
ENSMUSG00000026421	49.66	3639
ENSMUSG00000041801	55.77	2000
ENSMUSG00000034858	43.41	8508
ENSMUSG00000007656	39.37	18004
ENSMUSG00000026418	49.9	6461
ENSMUSG00000041782	53.22	2982
ENSMUSG00000019518	48.96	8224
ENSMUSG00000026414	51.38	2397
ENSMUSG00000034593	39.94	39573
ENSMUSG00000026413	48.95	8358
ENSMUSG00000036980	49.26	11797
ENSMUSG00000051985	48.31	19184
ENSMUSG00000036968	47.48	3275
ENSMUSG00000026411	48.38	5785
ENSMUSG00000097918	65.96	566
ENSMUSG00000033590	47.75	6692
ENSMUSG00000049285	58.79	1307
ENSMUSG00000089783	44.97	749
ENSMUSG00000047592	44.33	12369
ENSMUSG00000032192	47.66	1176
ENSMUSG00000050552	50.25	1724
ENSMUSG00000032191	49.45	1218
ENSMUSG00000042688	45.72	13590
ENSMUSG00000026407	49.87	24911
ENSMUSG00000036948	57.34	13931
ENSMUSG00000097298	58.95	530
ENSMUSG00000042487	46.14	2180
ENSMUSG00000058587	42.63	3568
ENSMUSG00000032186	44.55	21348
ENSMUSG00000032184	45.88	1197
ENSMUSG00000041642	52.95	22600
ENSMUSG00000032181	42.52	2237
ENSMUSG00000087230	46.14	4745
ENSMUSG00000091964	57.37	12802
ENSMUSG00000032179	38.03	4353
ENSMUSG00000041605	52.09	7999
ENSMUSG00000075593	48.22	9400
ENSMUSG00000052759	62.6	1959
ENSMUSG00000041570	41.83	7804
ENSMUSG00000007908	38.08	8961
ENSMUSG00000026404	44.01	4336
ENSMUSG00000041498	44.48	8740
ENSMUSG00000029510	50.09	24037
ENSMUSG00000059383	39.06	3001
ENSMUSG00000041483	44.73	9716
ENSMUSG00000026398	43.8	7316
ENSMUSG00000032360	37.71	7622
ENSMUSG00000051480	41.02	2103
ENSMUSG00000036928	41.25	20675
ENSMUSG00000032358	39.3	7006
ENSMUSG00000032357	37.38	3394
ENSMUSG00000026395	37.96	26018
ENSMUSG00000026394	39.2	1882
ENSMUSG00000026393	40.8	3356
ENSMUSG00000032355	38.8	23312
ENSMUSG00000019230	43.97	15648
ENSMUSG00000075591	39.9	2351
ENSMUSG00000079283	43.99	568
ENSMUSG00000036898	40.51	14374
ENSMUSG00000029526	50.33	1041
ENSMUSG00000056268	39.46	19758
ENSMUSG00000032352	45.6	16443
ENSMUSG00000058291	40.77	9738
ENSMUSG00000063681	39.09	25200
ENSMUSG00000056014	41.81	4240
ENSMUSG00000025854	51.32	8225
ENSMUSG00000033964	36.2	8349
ENSMUSG00000044938	41.2	6491
ENSMUSG00000032350	44.39	3407
ENSMUSG00000094504	59.87	648
ENSMUSG00000033952	40.38	22003
ENSMUSG00000025856	54.91	7677
ENSMUSG00000026368	37.36	3293
ENSMUSG00000032349	46.3	4432
ENSMUSG00000075585	58.87	5520
ENSMUSG00000057037	33.45	2595
ENSMUSG00000090623	37.71	404
ENSMUSG00000025855	49.65	11773
ENSMUSG00000070594	37.59	5813
ENSMUSG00000033898	37.2	1585
ENSMUSG00000023333	45.55	2028
ENSMUSG00000001366	44	7166
ENSMUSG00000026365	36.31	16109
ENSMUSG00000009828	44.96	20751
ENSMUSG00000025857	50.66	3903
ENSMUSG00000052726	35.66	20761
ENSMUSG00000095238	46.53	590
ENSMUSG00000026361	36.18	15172
ENSMUSG00000078284	32.07	1446
ENSMUSG00000033849	33.23	5078
ENSMUSG00000018196	44.57	8347
ENSMUSG00000018199	38.98	13058
ENSMUSG00000018189	36.11	1840
ENSMUSG00000026360	43.62	5007
ENSMUSG00000051079	38	3030
ENSMUSG00000036817	47.59	29295
ENSMUSG00000026358	35.48	10163
ENSMUSG00000098509	34.05	4218
ENSMUSG00000026357	33.25	2026
ENSMUSG00000090323	44.22	361
ENSMUSG00000035131	34.75	12275
ENSMUSG00000032348	43.42	950
ENSMUSG00000053988	35.19	1184
ENSMUSG00000074183	45.91	1546
ENSMUSG00000074179	45.88	2529
ENSMUSG00000066463	47.17	3421
ENSMUSG00000056220	38.88	9679
ENSMUSG00000090802	50.05	256
ENSMUSG00000038750	48.08	732
ENSMUSG00000057933	45.54	2703
ENSMUSG00000032487	38.35	4133
ENSMUSG00000060461	51.51	616
ENSMUSG00000006007	35.85	1242
ENSMUSG00000032346	47.46	2135
ENSMUSG00000090724	55.69	1202
ENSMUSG00000070291	40.65	2190
ENSMUSG00000032344	44.86	9776
ENSMUSG00000090317	61.28	921
ENSMUSG00000006010	38.55	15890
ENSMUSG00000032342	44.24	6841
ENSMUSG00000025858	50.54	6343
ENSMUSG00000037742	46.87	7565
ENSMUSG00000049624	44.66	7202
ENSMUSG00000006005	37.73	27381
ENSMUSG00000056413	52.14	7256
ENSMUSG00000046186	41.14	7228
ENSMUSG00000045438	52.56	4887
ENSMUSG00000029541	56.92	1503
ENSMUSG00000053553	52.3	1424
ENSMUSG00000044197	54.12	11049
ENSMUSG00000021206	52.12	1039
ENSMUSG00000044092	53.8	6116
ENSMUSG00000006014	40.48	12367
ENSMUSG00000032332	39.5	38185
ENSMUSG00000066842	39.44	21666
ENSMUSG00000053647	54.32	3023
ENSMUSG00000053581	50.94	7537
ENSMUSG00000029546	60.33	5777
ENSMUSG00000023150	40.99	6283
ENSMUSG00000036718	53.32	7912
ENSMUSG00000052748	38.49	14064
ENSMUSG00000029547	58.4	7066
ENSMUSG00000032330	40.69	750
ENSMUSG00000053286	40.72	2649
ENSMUSG00000032328	37.28	10968
ENSMUSG00000026484	41.63	3021
ENSMUSG00000018143	54.7	6479
ENSMUSG00000034898	42.89	9205
ENSMUSG00000026483	43.75	15541
ENSMUSG00000036687	53.53	7699
ENSMUSG00000043019	40.43	6584
ENSMUSG00000032666	44.24	13553
ENSMUSG00000014980	42.65	3952
ENSMUSG00000032649	42.95	7435
ENSMUSG00000034252	39.18	29012
ENSMUSG00000026482	44.77	14805
ENSMUSG00000098140	52.44	740
ENSMUSG00000029551	50.18	4010
ENSMUSG00000055547	44.4	1564
ENSMUSG00000008475	42.66	2655
ENSMUSG00000048988	51.93	3819
ENSMUSG00000026480	47.51	2581
ENSMUSG00000029554	49.93	6524
ENSMUSG00000042772	39	11968
ENSMUSG00000042751	45.79	4511
ENSMUSG00000026479	45.74	5140
ENSMUSG00000026478	44.38	11177
ENSMUSG00000073538	48.96	1953
ENSMUSG00000042708	44.33	5129
ENSMUSG00000042699	38.21	4588
ENSMUSG00000033577	40.83	46009
ENSMUSG00000042684	45.57	1391
ENSMUSG00000029557	51.27	1440
ENSMUSG00000042671	47.75	21823
ENSMUSG00000036639	48.15	4042
ENSMUSG00000026475	50.45	2334
ENSMUSG00000029560	49.44	2604
ENSMUSG00000056076	50.31	2947
ENSMUSG00000036599	51.82	3093
ENSMUSG00000036586	57.25	608
ENSMUSG00000066800	44.42	19624
ENSMUSG00000029570	58.05	2274
ENSMUSG00000036565	55.88	4636
ENSMUSG00000042641	42.92	11888
ENSMUSG00000045968	44.76	3500
ENSMUSG00000043282	44.32	2526
ENSMUSG00000036555	52.25	24820
ENSMUSG00000047053	50.6	1414
ENSMUSG00000026473	49.21	4812
ENSMUSG00000078493	45.61	460
ENSMUSG00000066797	54.34	1875
ENSMUSG00000032343	40.86	7076
ENSMUSG00000004110	42.71	12650
ENSMUSG00000056708	52.35	3269
ENSMUSG00000049511	48.18	5994
ENSMUSG00000026471	43.89	2503
ENSMUSG00000043289	38.01	3056
ENSMUSG00000026470	44.66	2451
ENSMUSG00000032251	40.95	1889
ENSMUSG00000033722	53.14	3773
ENSMUSG00000032253	35.45	10689
ENSMUSG00000026469	39.76	21248
ENSMUSG00000000148	51.56	18934
ENSMUSG00000033701	40.49	4214
ENSMUSG00000026468	49.26	7247
ENSMUSG00000066456	42.26	1452
ENSMUSG00000032258	41.91	6220
ENSMUSG00000032261	44.98	3497
ENSMUSG00000033684	50.2	10356
ENSMUSG00000032262	42.65	3773
ENSMUSG00000038379	39.54	2882
ENSMUSG00000050022	51.81	11566
ENSMUSG00000033671	40.2	17306
ENSMUSG00000000149	47.49	3412
ENSMUSG00000036526	48.15	4087
ENSMUSG00000090522	46.23	3836
ENSMUSG00000032263	41.5	1461
ENSMUSG00000096319	53.05	868
ENSMUSG00000079433	31.82	55
ENSMUSG00000026466	41.89	19081
ENSMUSG00000032265	43.46	5476
ENSMUSG00000035941	40.13	5620
ENSMUSG00000050565	42.89	20928
ENSMUSG00000015484	46.69	3877
ENSMUSG00000060985	42.45	11216
ENSMUSG00000026602	44.7	3108
ENSMUSG00000039683	44.7	19380
ENSMUSG00000095308	54.81	800
ENSMUSG00000056031	41	1482
ENSMUSG00000026601	42.28	11660
ENSMUSG00000035274	52.22	7123
ENSMUSG00000078193	53.93	444
ENSMUSG00000026600	43.59	4769
ENSMUSG00000032415	40.92	4441
ENSMUSG00000026596	43.06	14352
ENSMUSG00000034973	38.84	8896
ENSMUSG00000060519	48.31	9609
ENSMUSG00000056493	52.09	7436
ENSMUSG00000092099	40.35	113
ENSMUSG00000033557	43.81	13288
ENSMUSG00000056131	43.33	4569
ENSMUSG00000039623	55.07	3800
ENSMUSG00000032417	49.19	1347
ENSMUSG00000032418	41.63	3243
ENSMUSG00000087466	44.79	321
ENSMUSG00000033491	44.75	5731
ENSMUSG00000026594	41.3	13842
ENSMUSG00000033544	40.58	3976
ENSMUSG00000026592	45.78	3952
ENSMUSG00000029576	49.92	19615
ENSMUSG00000070565	37.6	25233
ENSMUSG00000049881	44.03	1190
ENSMUSG00000033488	44.83	2225
ENSMUSG00000033419	41.48	14161
ENSMUSG00000074817	41.61	4238
ENSMUSG00000039533	48.44	3303
ENSMUSG00000047897	44.47	498
ENSMUSG00000026589	44.88	15957
ENSMUSG00000032872	40.35	12184
ENSMUSG00000004031	43.27	4091
ENSMUSG00000029578	48.43	11291
ENSMUSG00000026587	41.4	10112
ENSMUSG00000050822	53.24	2778
ENSMUSG00000073530	40.85	12648
ENSMUSG00000047661	43.12	3001
ENSMUSG00000061992	48.35	485
ENSMUSG00000039477	51.76	18327
ENSMUSG00000042761	45.64	5365
ENSMUSG00000066640	53.65	17445
ENSMUSG00000056919	41.36	11293
ENSMUSG00000029580	54.56	7614
ENSMUSG00000032419	40.65	4671
ENSMUSG00000029581	54.42	5421
ENSMUSG00000097212	58.8	2805
ENSMUSG00000032420	44.27	3571
ENSMUSG00000032422	40.39	16729
ENSMUSG00000045078	44.3	4654
ENSMUSG00000090981	59.92	962
ENSMUSG00000061898	46.52	12338
ENSMUSG00000029586	46.8	3277
ENSMUSG00000039296	47.96	3051
ENSMUSG00000029587	49.63	15318
ENSMUSG00000092541	38.99	1423
ENSMUSG00000097865	45.79	2589
ENSMUSG00000032423	37.58	31169
ENSMUSG00000046658	55.04	9933
ENSMUSG00000093910	54.93	1953
ENSMUSG00000039244	53.11	9168
ENSMUSG00000001844	49.8	11788
ENSMUSG00000010825	52.39	11804
ENSMUSG00000032425	41.91	9542
ENSMUSG00000090693	42.09	1829
ENSMUSG00000079427	42.3	780
ENSMUSG00000096581	37.55	794
ENSMUSG00000074149	40.36	691
ENSMUSG00000067399	41.4	1983
ENSMUSG00000093809	37.33	794
ENSMUSG00000079162	41.89	2255
ENSMUSG00000079111	46.83	1841
ENSMUSG00000074146	40.35	756
ENSMUSG00000039206	48.97	9007
ENSMUSG00000089929	37.32	815
ENSMUSG00000066442	41.09	7020
ENSMUSG00000001847	46.92	5547
ENSMUSG00000039313	44.15	4237
ENSMUSG00000032353	49.03	1321
ENSMUSG00000047606	42	2473
ENSMUSG00000032356	45.83	5195
ENSMUSG00000048910	49.07	4096
ENSMUSG00000083012	49.06	5390
ENSMUSG00000018001	46.74	6978
ENSMUSG00000032359	47.74	7697
ENSMUSG00000062270	40.59	1968
ENSMUSG00000051306	46.2	11389
ENSMUSG00000032363	52.1	29092
ENSMUSG00000029613	46.49	6696
ENSMUSG00000029607	47.6	4982
ENSMUSG00000029610	49.16	3589
ENSMUSG00000037410	47.56	10290
ENSMUSG00000079109	43.49	25417
ENSMUSG00000032368	46.69	8730
ENSMUSG00000036972	47.92	20414
ENSMUSG00000095654	37.27	1110
ENSMUSG00000032369	40.16	1683
ENSMUSG00000032372	37.66	6736
ENSMUSG00000075569	45.95	4774
ENSMUSG00000029617	46.25	1747
ENSMUSG00000074139	37.99	3413
ENSMUSG00000029618	47.79	1289
ENSMUSG00000038970	46.32	8100
ENSMUSG00000032377	39.15	5789
ENSMUSG00000052271	55.82	3492
ENSMUSG00000066621	53.15	20558
ENSMUSG00000032374	40.62	8703
ENSMUSG00000045414	39.4	3947
ENSMUSG00000031129	41.87	6370
ENSMUSG00000047843	46.56	2517
ENSMUSG00000033350	51.36	6237
ENSMUSG00000032407	37.66	7708
ENSMUSG00000038859	44.82	3939
ENSMUSG00000059991	51.98	2546
ENSMUSG00000043388	47.34	2797
ENSMUSG00000098681	52.75	1218
ENSMUSG00000097306	47.09	1379
ENSMUSG00000098301	42.59	5352
ENSMUSG00000097830	55.36	737
ENSMUSG00000097200	49.25	1006
ENSMUSG00000098546	44.01	4576
ENSMUSG00000097808	56.36	626
ENSMUSG00000097663	56	679
ENSMUSG00000097846	50.7	214
ENSMUSG00000098571	50.16	3177
ENSMUSG00000097600	49.12	1381
ENSMUSG00000097126	42.98	1200
ENSMUSG00000098375	46.91	1297
ENSMUSG00000097270	48.55	1083
ENSMUSG00000097733	54.17	3327
ENSMUSG00000097436	49.55	3387
ENSMUSG00000097144	41.42	133
ENSMUSG00000096928	39.8	448
ENSMUSG00000098804	39.96	567
ENSMUSG00000098411	53.54	20069
ENSMUSG00000097485	57.4	4049
ENSMUSG00000098440	50.45	1226
ENSMUSG00000098324	61.54	90
ENSMUSG00000099327	53.01	82
ENSMUSG00000099194	51.55	96
ENSMUSG00000098806	65.48	83
ENSMUSG00000097096	55.13	19942
ENSMUSG00000097319	49.41	4337
ENSMUSG00000097687	50.66	1425
ENSMUSG00000097905	53.23	3920
ENSMUSG00000097771	56.23	6404
ENSMUSG00000097132	56.85	925
ENSMUSG00000099116	52.72	4334
ENSMUSG00000098724	50.08	984
ENSMUSG00000097721	53.82	12449
ENSMUSG00000097064	53.45	3958
ENSMUSG00000097556	55.71	3875
ENSMUSG00000097708	52.72	1748
ENSMUSG00000096994	55.98	1372
ENSMUSG00000097909	52.68	2035
ENSMUSG00000097629	56.27	7909
ENSMUSG00000097508	54.36	906
ENSMUSG00000097394	52.47	1513
ENSMUSG00000097765	45.91	683
ENSMUSG00000096989	40.18	1204
ENSMUSG00000097741	39.96	1283
ENSMUSG00000097269	43.12	1082
ENSMUSG00000097802	44.66	1098
ENSMUSG00000098810	37.87	2728
ENSMUSG00000097528	35.83	491
ENSMUSG00000098512	39.82	1938
ENSMUSG00000099077	67.51	448
ENSMUSG00000097238	37.01	491
ENSMUSG00000098256	59.82	419
ENSMUSG00000099156	35.68	2353
ENSMUSG00000097606	45.69	470
ENSMUSG00000097866	58.46	3335
ENSMUSG00000097916	45.38	3431
ENSMUSG00000097297	44.7	4319
ENSMUSG00000097449	47.66	5196
ENSMUSG00000096998	46.52	2201
ENSMUSG00000097492	48.31	3267
ENSMUSG00000097894	45.99	2838
ENSMUSG00000098584	55.95	616
ENSMUSG00000097607	52.95	876
ENSMUSG00000097829	48.86	4008
ENSMUSG00000097510	44.66	626
ENSMUSG00000097570	41.17	1065
ENSMUSG00000096961	56.95	1344
ENSMUSG00000097389	43.31	970
ENSMUSG00000097696	44.72	2042
ENSMUSG00000096951	46.88	2568
ENSMUSG00000097490	42.38	2341
ENSMUSG00000097351	48.51	2322
ENSMUSG00000097611	44.8	1167
ENSMUSG00000097478	46.51	1515
ENSMUSG00000097395	45.42	841
ENSMUSG00000097880	46.97	2790
ENSMUSG00000099217	41.1	1068
ENSMUSG00000097359	47.85	710
ENSMUSG00000097778	44.59	8602
ENSMUSG00000097153	42.24	3789
ENSMUSG00000097105	53.68	1953
ENSMUSG00000097549	45.31	500
ENSMUSG00000097555	46.64	252
ENSMUSG00000097475	43.78	1521
ENSMUSG00000097046	42.6	2051
ENSMUSG00000097856	42.35	4189
ENSMUSG00000097192	42.7	2089
ENSMUSG00000099048	53.19	93
ENSMUSG00000098746	55.06	88
ENSMUSG00000098450	55.06	88
ENSMUSG00000098639	49.12	6355
ENSMUSG00000098321	60.44	90
ENSMUSG00000098576	56.45	123
ENSMUSG00000099044	51.55	96
ENSMUSG00000099171	45.74	93
ENSMUSG00000099231	57.33	74
ENSMUSG00000098913	45.12	81
ENSMUSG00000099195	48.98	97
ENSMUSG00000099249	40.86	23271
ENSMUSG00000099090	59.38	95
ENSMUSG00000098545	60.83	119
ENSMUSG00000099067	55.17	86
ENSMUSG00000098610	55.7	78
ENSMUSG00000098352	44	74
ENSMUSG00000098398	41.33	74
ENSMUSG00000099084	45.21	72
ENSMUSG00000099040	37.94	2010
ENSMUSG00000098902	53.42	72
ENSMUSG00000099288	49.3	70
ENSMUSG00000098250	51.35	73
ENSMUSG00000099306	45.83	71
ENSMUSG00000099046	47.95	72
ENSMUSG00000098581	47.22	71
ENSMUSG00000098971	45.83	71
ENSMUSG00000098372	54.17	71
ENSMUSG00000098673	50	71
ENSMUSG00000099026	54.17	71
ENSMUSG00000098637	45.12	81
ENSMUSG00000098523	46.38	68
ENSMUSG00000098337	45.33	74
ENSMUSG00000098556	49.33	74
ENSMUSG00000098738	44.16	76
ENSMUSG00000099271	48	74
ENSMUSG00000099038	41.33	74
ENSMUSG00000098616	42.47	72
ENSMUSG00000099029	43.06	71
ENSMUSG00000098277	40.85	70
ENSMUSG00000098517	48.53	67
ENSMUSG00000099262	56.05	4856
ENSMUSG00000098283	35.75	206
ENSMUSG00000099164	47.42	3215
ENSMUSG00000098633	40.09	10860
ENSMUSG00000099277	56.35	125
ENSMUSG00000099175	38.21	2556
ENSMUSG00000098835	39.77	3482
ENSMUSG00000098587	40	104
ENSMUSG00000098930	50.94	20167
ENSMUSG00000098643	43.76	16743
ENSMUSG00000099007	57.5	79
ENSMUSG00000099028	39.77	87
ENSMUSG00000098377	47.51	11077
ENSMUSG00000098554	61.25	79
ENSMUSG00000099333	44.59	147
ENSMUSG00000098384	52.11	70
ENSMUSG00000099305	50.24	8569
ENSMUSG00000098615	50.38	4692
ENSMUSG00000098892	48.65	2428
ENSMUSG00000099282	49.69	2201
ENSMUSG00000094386	48.78	122
ENSMUSG00000095674	50.5	100
ENSMUSG00000077614	37.4	122
ENSMUSG00000087954	44.78	133
ENSMUSG00000076237	57.45	93
ENSMUSG00000094830	57.14	118
ENSMUSG00000077777	47.79	135
ENSMUSG00000080426	32.95	87
ENSMUSG00000089304	44.88	126
ENSMUSG00000065195	42.99	106
ENSMUSG00000098595	35.43	126
ENSMUSG00000064921	40.74	107
ENSMUSG00000089199	48.21	55
ENSMUSG00000095269	34.88	85
ENSMUSG00000070127	55.05	108
ENSMUSG00000099165	62.86	69
ENSMUSG00000094889	44.32	87
ENSMUSG00000098662	50.79	125
ENSMUSG00000089555	45.45	87
ENSMUSG00000080609	49.59	120
ENSMUSG00000098475	70.59	67
ENSMUSG00000088542	42.2	108
ENSMUSG00000089614	38.46	129
ENSMUSG00000099082	68.25	62
ENSMUSG00000065764	47.34	168
ENSMUSG00000088441	33.01	102
ENSMUSG00000095843	37.19	120
ENSMUSG00000094364	43.04	78
ENSMUSG00000089147	36.51	62
ENSMUSG00000088135	38.57	139
ENSMUSG00000098400	46.3	53
ENSMUSG00000088036	40.66	90
ENSMUSG00000095410	60.5	118
ENSMUSG00000098416	60	64
ENSMUSG00000088342	50	113
ENSMUSG00000076143	50.46	108
ENSMUSG00000077442	51.52	131
ENSMUSG00000089289	48.85	130
ENSMUSG00000077799	50.41	122
ENSMUSG00000065619	45.71	69
ENSMUSG00000096291	45.57	78
ENSMUSG00000064581	48.46	129
ENSMUSG00000084647	41.12	106
ENSMUSG00000076269	43.16	94
ENSMUSG00000089118	48.43	317
ENSMUSG00000077338	52.44	163
ENSMUSG00000088609	71.93	56
ENSMUSG00000098811	53.03	65
ENSMUSG00000088471	36.89	102
ENSMUSG00000098503	36.36	87
ENSMUSG00000080394	61.16	120
ENSMUSG00000096731	39.25	106
ENSMUSG00000094718	49.5	100
ENSMUSG00000088975	37.07	115
ENSMUSG00000098983	54.41	67
ENSMUSG00000080469	36.92	64
ENSMUSG00000064964	42.86	104
ENSMUSG00000064968	35.06	76
ENSMUSG00000077175	50.39	128
ENSMUSG00000077582	31.13	105
ENSMUSG00000065612	57.35	67
ENSMUSG00000095871	51.81	82
ENSMUSG00000095393	38.46	103
ENSMUSG00000093599	55.36	55
ENSMUSG00000089299	44.71	84
ENSMUSG00000094866	56.36	109
ENSMUSG00000077144	50	119
ENSMUSG00000098565	50.88	113
ENSMUSG00000088903	39.52	166
ENSMUSG00000065750	53.68	135
ENSMUSG00000064637	40.62	127
ENSMUSG00000076956	34.31	101
ENSMUSG00000089228	48.08	103
ENSMUSG00000098465	63.55	106
ENSMUSG00000089263	47.62	104
ENSMUSG00000077146	45.8	130
ENSMUSG00000089499	43.69	102
ENSMUSG00000094039	44.68	93
ENSMUSG00000077471	52.56	155
ENSMUSG00000095035	49.59	120
ENSMUSG00000098984	43.14	101
ENSMUSG00000089541	36.63	100
ENSMUSG00000093298	52.73	54
ENSMUSG00000092829	46.75	76
ENSMUSG00000093132	47.5	79
ENSMUSG00000088498	49.45	90
ENSMUSG00000089420	39.68	62
ENSMUSG00000098596	55	59
ENSMUSG00000088864	40.96	292
ENSMUSG00000080542	48.8	124
ENSMUSG00000084597	49.3	285
ENSMUSG00000080359	33.33	65
ENSMUSG00000093907	42.17	82
ENSMUSG00000094473	42.06	106
ENSMUSG00000094768	37.38	106
ENSMUSG00000084682	55.75	286
ENSMUSG00000088809	53.4	102
ENSMUSG00000087968	48.53	271
ENSMUSG00000088043	49.24	131
ENSMUSG00000089187	55.24	104
ENSMUSG00000088327	42.99	106
ENSMUSG00000064490	38.51	160
ENSMUSG00000077378	44.96	128
ENSMUSG00000089424	54.76	83
ENSMUSG00000088598	42	49
ENSMUSG00000092961	35.92	102
ENSMUSG00000096080	49.5	100
ENSMUSG00000092714	26.19	83
ENSMUSG00000088050	36.67	59
ENSMUSG00000095511	41.77	78
ENSMUSG00000076312	51.9	78
ENSMUSG00000087933	61.95	112
ENSMUSG00000093135	41.82	109
ENSMUSG00000098851	42.48	112
ENSMUSG00000076142	51.22	81
ENSMUSG00000088671	46.85	110
ENSMUSG00000076066	50	109
ENSMUSG00000088855	33.64	106
ENSMUSG00000065226	41.61	136
ENSMUSG00000096631	60.91	109
ENSMUSG00000077647	51.52	131
ENSMUSG00000064966	50.34	144
ENSMUSG00000093226	40.54	110
ENSMUSG00000089442	48.78	122
ENSMUSG00000094159	42.17	82
ENSMUSG00000095938	39.37	126
ENSMUSG00000065452	69.62	78
ENSMUSG00000089158	42.56	288
ENSMUSG00000099002	51.13	132
ENSMUSG00000098287	41.51	105
ENSMUSG00000095778	35.48	61
ENSMUSG00000088311	52.67	130
ENSMUSG00000065579	54.12	84
ENSMUSG00000077131	31.73	103
ENSMUSG00000076217	25	83
ENSMUSG00000077448	44.03	133
ENSMUSG00000065822	46.62	147
ENSMUSG00000077628	46.56	130
ENSMUSG00000089432	47.22	107
ENSMUSG00000098521	48.08	51
ENSMUSG00000088930	45.99	136
ENSMUSG00000084477	46.64	252
ENSMUSG00000096110	44.68	93
ENSMUSG00000084719	45.2	322
ENSMUSG00000095584	44.86	106
ENSMUSG00000077736	45.97	123
ENSMUSG00000088548	35.56	89
ENSMUSG00000065468	58.82	84
ENSMUSG00000092856	38.25	216
ENSMUSG00000095155	43.62	93
ENSMUSG00000096496	43.04	78
ENSMUSG00000084541	50.91	109
ENSMUSG00000077668	37.04	107
ENSMUSG00000065739	48.25	142
ENSMUSG00000088231	51.76	169
ENSMUSG00000087949	49.12	113
ENSMUSG00000088352	59.6	98
ENSMUSG00000088389	47.72	284
ENSMUSG00000088625	45.37	107
ENSMUSG00000098993	66.36	106
ENSMUSG00000080459	34.15	122
ENSMUSG00000098613	56.76	73
ENSMUSG00000070110	53.16	78
ENSMUSG00000088705	46.81	93
ENSMUSG00000099076	59.3	85
ENSMUSG00000088910	46.6	102
ENSMUSG00000088663	38.1	104
ENSMUSG00000064698	40.49	162
ENSMUSG00000088415	46.21	131
ENSMUSG00000088047	41.86	128
ENSMUSG00000098444	35.94	63
ENSMUSG00000098667	34.17	198
ENSMUSG00000080566	43.65	125
ENSMUSG00000064779	43.93	106
ENSMUSG00000092834	39.13	160
ENSMUSG00000098822	51.76	84
ENSMUSG00000088647	40.43	93
ENSMUSG00000087800	49.62	130
ENSMUSG00000098329	55.56	71
ENSMUSG00000088876	44.04	108
ENSMUSG00000088121	50.88	170
ENSMUSG00000088527	46.01	262
ENSMUSG00000089576	46.33	176
ENSMUSG00000088918	44.55	100
ENSMUSG00000092693	29.09	109
ENSMUSG00000080657	35.43	126
ENSMUSG00000088842	51.24	282
ENSMUSG00000084661	39.84	127
ENSMUSG00000064513	49.62	132
ENSMUSG00000093251	56.94	71
ENSMUSG00000089103	40.17	116
ENSMUSG00000093253	34.34	98
ENSMUSG00000096075	62.73	109
ENSMUSG00000093082	31.43	69
ENSMUSG00000098537	70.4	124
ENSMUSG00000093338	56.32	86
ENSMUSG00000088875	44.96	128
ENSMUSG00000093791	48.76	120
ENSMUSG00000096613	59.66	118
ENSMUSG00000089188	47.58	123
ENSMUSG00000092855	53.52	70
ENSMUSG00000088285	44.76	104
ENSMUSG00000096117	40.38	103
ENSMUSG00000075908	39.05	104
